,File Name,Zero Order,First Order,Higuchi,Korsmeyer-Peppas,Weibull,Reciprocal
59,data/drug_release/207..csv,77.507,56.618,66.897,48.384,46.216,25.369
60,data/drug_release/208..csv,101.931,64.064,87.461,71.01,60.292,44.807
61,data/drug_release/209..csv,71.131,70.035,60.062,40.322,42.014,15.739
62,data/drug_release/210..csv,79.573,74.861,66.735,46.924,47.17,18.237
63,data/drug_release/211..csv,107.745,101.101,94.801,39.017,41.23,40.943
64,data/drug_release/213..csv,69.242,66.733,56.233,42.025,44.943,49.076
65,data/drug_release/214..csv,99.672,52.772,90.059,58.536,46.934,30.402
66,data/drug_release/215..csv,107.124,58.077,95.526,64.894,40.228,29.993
67,data/drug_release/216..csv,62.183,60.482,50.65,7.488,8.528,-2.056
68,data/drug_release/217..csv,66.944,66.293,57.591,36.31,38.145,15.461
69,data/drug_release/218..csv,76.877,74.965,67.224,46.097,47.518,20.782
70,data/drug_release/219..csv,45.023,44.809,37.344,19.352,21.321,5.743
71,data/drug_release/220..csv,70.967,64.4,55.494,40.699,39.181,7.819
72,data/drug_release/221..csv,99.875,12.152,60.173,59.556,-4.102,9.591
73,data/drug_release/222..csv,106.062,26.992,68.954,70.924,26.96,34.888
74,data/drug_release/223..csv,101.245,66.793,57.738,59.312,38.132,10.399
75,data/drug_release/224..csv,109.079,25.89,67.338,68.835,10.035,18.65
76,data/drug_release/225..csv,61.146,34.469,48.04,20.344,-4.582,-37.203
77,data/drug_release/23..csv,56.562,42.872,50.362,50.587,14.462,44.712
78,data/drug_release/230..csv,47.745,42.996,33.413,25.111,25.288,25.508
79,data/drug_release/231..csv,60.165,54.118,53.025,4.944,15.958,34.689
80,data/drug_release/232..csv,62.986,51.125,56.051,23.609,22.533,28.681
81,data/drug_release/233..csv,64.818,46.554,58.352,29.533,28.4,23.517
82,data/drug_release/234..csv,441.846,333.401,374.273,374.938,327.425,344.055
83,data/drug_release/235..csv,378.068,330.073,345.882,340.961,265.76,320.355
84,data/drug_release/236..csv,328.502,379.595,405.97,325.357,347.284,327.717
85,data/drug_release/237..csv,298.312,375.574,391.035,296.022,344.729,297.536
86,data/drug_release/238..csv,426.052,323.506,362.829,363.515,315.573,333.861
87,data/drug_release/239..csv,317.324,367.089,392.706,315.069,335.095,316.86
88,data/drug_release/24..csv,56.961,43.803,50.909,51.107,16.076,45.406
89,data/drug_release/240..csv,244.902,285.835,297.187,228.003,244.873,231.421
90,data/drug_release/241..csv,217.818,257.766,269.172,211.718,208.741,214.852
91,data/drug_release/242..csv,454.85,437.182,377.443,251.361,247.523,135.504
92,data/drug_release/243..csv,373.054,429.749,443.294,372.12,393.149,367.26
93,data/drug_release/244..csv,350.737,405.943,434.587,346.421,371.262,349.597
94,data/drug_release/250..csv,47.769,17.802,34.962,13.935,-8.196,-15.652
95,data/drug_release/251..csv,43.803,6.674,43.718,25.179,9.921,6.134
96,data/drug_release/252..csv,35.664,13.704,49.343,21.684,-6.57,6.417
97,data/drug_release/253..csv,41.89,11.696,41.368,26.509,15.107,11.054
98,data/drug_release/254..csv,44.47,11.025,43.345,26.672,13.737,9.003
99,data/drug_release/255..csv,35.225,13.974,49.413,21.712,-6.342,6.855
100,data/drug_release/256..csv,48.285,12.411,48.043,30.765,7.606,13.382
101,data/drug_release/257..csv,43.439,5.551,43.581,24.513,8.748,5.09
102,data/drug_release/258..csv,42.87,1.968,45.34,23.991,5.269,5.518
103,data/drug_release/259..csv,42.088,-2.549,46.288,21.112,-10.769,-1.864
104,data/drug_release/260..csv,47.738,6.326,41.342,23.05,3.648,-2.483
105,data/drug_release/261..csv,30.239,7.747,47.681,6.831,-7.11,-13.696
106,data/drug_release/262..csv,53.461,18.52,45.954,36.801,22.516,21.147
107,data/drug_release/263..csv,53.101,21.294,49.655,36.442,4.726,19.62
108,data/drug_release/264..csv,58.646,4.054,42.74,31.601,-15.204,-0.373
109,data/drug_release/265..csv,44.289,17.305,49.127,21.731,0.455,-1.541
110,data/drug_release/267..csv,67.381,32.249,54.822,50.38,35.304,33.948
111,data/drug_release/268..csv,57.73,54.979,44.982,31.713,32.097,25.548
112,data/drug_release/269..csv,77.431,38.817,65.785,53.648,39.202,39.432
113,data/drug_release/27..csv,44.142,26.731,35.959,36.587,30.275,28.556
114,data/drug_release/270..csv,60.169,53.364,43.239,26.845,25.677,33.084
115,data/drug_release/271..csv,74.189,44.551,69.125,41.561,40.357,14.873
116,data/drug_release/272..csv,69.17,41.9,62.143,50.451,45.656,29.396
117,data/drug_release/273..csv,21.412,20.995,6.762,4.36,6.09,-21.26
118,data/drug_release/274..csv,9.782,9.495,-9.059,-18.375,-16.657,-36.802
119,data/drug_release/275..csv,5.308,5.105,-11.105,-14.646,-12.81,-56.368
120,data/drug_release/276..csv,-3.554,-3.678,-20.944,-28.493,-26.597,-47.373
121,data/drug_release/277..csv,13.913,13.745,4.619,-2.441,-0.544,-24.221
122,data/drug_release/278..csv,17.139,16.889,7.061,2.048,3.907,-17.883
123,data/drug_release/279..csv,7.575,7.184,-8.987,-7.876,-6.124,-29.399
124,data/drug_release/28..csv,46.499,31.266,39.256,38.546,34.963,32.097
125,data/drug_release/280..csv,11.52,19.441,31.267,12.473,16.805,11.333
126,data/drug_release/281..csv,51.36,48.502,42.728,33.289,33.995,13.194
127,data/drug_release/282..csv,40.339,29.15,43.608,36.661,25.236,29.046
128,data/drug_release/283..csv,68.681,46.04,57.385,44.718,36.479,13.153
129,data/drug_release/284..csv,35.023,33.97,28.846,23.45,24.808,-0.989
130,data/drug_release/285..csv,33.301,32.225,26.384,20.577,21.855,2.678
131,data/drug_release/286..csv,53.614,45.108,42.65,39.28,37.502,21.889
132,data/drug_release/287..csv,49.533,42.996,37.192,36.239,35.006,20.236
133,data/drug_release/288..csv,43.085,32.948,34.898,30.27,26.596,11.887
134,data/drug_release/289..csv,48.599,39.235,38.461,32.757,29.714,14.711
135,data/drug_release/290..csv,105.072,33.195,73.835,73.16,29.568,36.793
136,data/drug_release/291..csv,99.757,55.544,68.428,69.155,44.369,26.773
137,data/drug_release/292..csv,101.83,49.219,69.218,68.65,37.77,29.707
138,data/drug_release/293..csv,41.256,41.093,36.4,28.512,30.47,20.651
139,data/drug_release/294..csv,89.52,62.006,68.72,70.684,60.077,48.777
140,data/drug_release/295..csv,42.348,41.371,26.43,2.991,4.279,3.073
141,data/drug_release/296..csv,19.425,18.584,-6.686,-13.379,-11.162,-1.068
142,data/drug_release/297..csv,15.861,15.126,-10.632,-16.13,-13.95,-4.284
143,data/drug_release/298..csv,52.364,49.318,36.781,31.054,30.428,10.064
144,data/drug_release/299..csv,22.778,20.607,-5.09,-5.926,-0.977,9.374
145,data/drug_release/3..csv,22.819,22.188,10.744,4.257,6.573,12.181
146,data/drug_release/300..csv,51.92,49.797,32.977,-1.672,-0.945,21.582
147,data/drug_release/301..csv,35.989,34.513,13.256,2.885,4.581,12.213
148,data/drug_release/302..csv,83.129,23.623,65.027,57.0,9.748,19.131
149,data/drug_release/303..csv,65.247,46.351,35.248,36.957,19.821,6.862
150,data/drug_release/304..csv,50.533,36.255,10.623,8.588,10.71,20.49
151,data/drug_release/305..csv,44.892,39.641,11.14,11.009,6.723,-3.408
152,data/drug_release/306..csv,52.825,49.792,32.98,30.239,30.181,-9.773
153,data/drug_release/308..csv,25.972,24.379,15.249,17.23,20.481,20.783
154,data/drug_release/309..csv,42.639,27.428,33.44,26.965,20.317,3.677
155,data/drug_release/31..csv,46.675,31.116,39.744,39.22,33.257,32.721
156,data/drug_release/310..csv,38.711,37.863,33.637,26.503,27.867,8.151
157,data/drug_release/311..csv,37.858,34.81,28.818,22.929,23.026,19.502
158,data/drug_release/312..csv,46.161,28.254,39.773,34.398,31.075,20.632
159,data/drug_release/313..csv,41.23,34.967,32.46,22.55,27.521,27.166
160,data/drug_release/314..csv,35.81,33.362,14.814,1.661,0.868,10.955
161,data/drug_release/315..csv,36.309,34.229,17.951,4.098,4.615,15.589
162,data/drug_release/316..csv,28.228,27.119,9.736,-0.828,-0.065,4.768
163,data/drug_release/317..csv,30.135,28.668,9.942,-1.003,1.002,12.353
164,data/drug_release/32..csv,47.46,31.934,40.684,40.06,28.816,33.766
165,data/drug_release/33..csv,11.597,11.156,-5.687,-7.713,-6.019,-12.584
166,data/drug_release/34..csv,33.092,31.769,25.809,24.136,25.816,16.209
167,data/drug_release/35..csv,44.07,27.138,35.975,36.84,30.298,29.177
168,data/drug_release/36..csv,46.449,31.846,39.209,38.734,35.317,32.802
169,data/drug_release/4..csv,12.207,11.888,-1.461,-10.709,-8.792,-15.804
170,data/drug_release/47..csv,41.306,39.751,32.799,16.828,18.002,-3.646
171,data/drug_release/50..csv,34.85,32.973,26.705,25.709,27.137,20.9
172,data/drug_release/53..csv,36.475,34.742,29.251,27.092,28.523,21.56
173,data/drug_release/54..csv,3.196,3.087,-6.148,-19.463,-17.474,-15.386
174,data/drug_release/56..csv,23.74,22.553,9.063,7.443,9.519,9.93
175,data/drug_release/57..csv,7.0,5.205,9.862,2.506,3.867,-2.453
176,data/drug_release/58..csv,-28.085,-34.606,1.285,-51.845,-51.57,-64.33
177,data/drug_release/59..csv,112.767,92.397,108.922,83.672,29.056,61.888
178,data/drug_release/60..csv,184.235,115.276,157.897,92.454,85.408,60.934
179,data/drug_release/61..csv,111.474,91.797,109.665,83.328,26.921,61.736
180,data/drug_release/62..csv,168.986,104.587,133.581,130.52,51.238,107.243
181,data/drug_release/70..csv,99.684,83.823,29.958,31.369,40.501,54.498
182,data/drug_release/71..csv,99.525,55.094,77.008,42.151,58.676,52.104
183,data/drug_release/72..csv,69.357,52.848,100.323,30.822,21.795,12.759
184,data/drug_release/73..csv,128.699,65.333,75.803,76.8,52.936,43.645
185,data/drug_release/74..csv,142.284,100.432,106.603,106.019,58.551,81.44
186,data/drug_release/75..csv,175.154,49.333,137.332,105.773,53.244,69.844
187,data/drug_release/76..csv,61.304,62.079,105.004,34.258,19.634,17.571
188,data/drug_release/77..csv,111.63,95.016,111.185,84.727,23.851,63.271
189,data/drug_release/78..csv,141.683,105.092,109.725,108.143,60.47,85.122
190,data/drug_release/79..csv,57.0,25.912,44.804,42.91,29.24,28.955
191,data/drug_release/80..csv,56.153,28.566,43.631,41.725,32.466,28.059
192,data/drug_release/81..csv,54.21,34.374,41.698,41.163,36.873,26.299
193,data/drug_release/82..csv,56.5,28.572,43.993,42.027,32.397,25.846
194,data/drug_release/83..csv,64.161,37.27,33.641,34.723,17.39,10.742
195,data/drug_release/84..csv,64.917,37.878,41.893,43.675,31.972,19.62
196,data/drug_release/85..csv,79.753,49.112,55.149,35.737,26.169,33.94
197,data/drug_release/86..csv,56.466,28.941,43.837,39.935,31.882,23.811
198,data/drug_release/87..csv,61.348,23.342,50.265,46.092,25.627,31.727
199,data/drug_release/88..csv,63.667,24.15,53.65,47.598,26.102,33.097
200,data/drug_release/89..csv,63.917,35.694,37.224,39.213,23.576,11.771
201,data/drug_release/91..csv,65.355,38.103,43.605,45.528,34.313,22.787
202,data/drug_release/92..csv,65.502,34.939,42.865,44.778,31.449,21.747
203,data/drug_release/94..csv,0.55,0.392,-13.159,-26.598,-24.623,-23.405
204,data/drug_release/95..csv,-7.702,-7.888,-23.576,-22.02,-20.046,-24.698
205,data/drug_release/96..csv,-29.58,-29.659,-50.383,-49.511,-46.201,-53.9
206,data/drug_release/97..csv,-22.971,-23.078,-48.664,-46.772,-44.826,-49.113
207,data/drug_release/98..csv,87.789,56.088,65.834,44.389,30.161,29.656
208,data/drug_release/99..csv,53.348,30.983,31.34,33.223,19.971,9.512
